Participant,Experimental_Group,recruitment_platform,Negative_attitudes,Effects_Perception
1,Disclosed,Prolific,2,4
1,Disclosed,Prolific,2,4.666666667
1,Disclosed,Prolific,2,3.666666667
1,Disclosed,Prolific,2,4
1,Disclosed,Prolific,2,4.333333333
1,Disclosed,Prolific,2,4
1,Disclosed,Prolific,2,4.666666667
1,Disclosed,Prolific,2,4.666666667
1,Disclosed,Prolific,2,4.666666667
1,Disclosed,Prolific,2,4.666666667
1,Disclosed,Prolific,2,4
1,Disclosed,Prolific,2,2.666666667
1,Disclosed,Prolific,2,4
1,Disclosed,Prolific,2,3.333333333
1,Disclosed,Prolific,2,3.333333333
1,Disclosed,Prolific,2,3
1,Disclosed,Prolific,2,4.333333333
1,Disclosed,Prolific,2,3.333333333
1,Disclosed,Prolific,2,4
1,Disclosed,Prolific,2,4
1,Disclosed,Prolific,2,3.666666667
1,Disclosed,Prolific,2,3.666666667
1,Disclosed,Prolific,2,4
1,Disclosed,Prolific,2,3.333333333
1,Disclosed,Prolific,2,5
1,Disclosed,Prolific,2,4
1,Disclosed,Prolific,2,4
1,Disclosed,Prolific,2,1.666666667
1,Disclosed,Prolific,2,5
1,Disclosed,Prolific,2,4.333333333
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
2,Not Disclosed,Prolific,3,5
3,Disclosed,Prolific,3.25,3.666666667
3,Disclosed,Prolific,3.25,3.666666667
3,Disclosed,Prolific,3.25,3.666666667
3,Disclosed,Prolific,3.25,3.666666667
3,Disclosed,Prolific,3.25,3.666666667
3,Disclosed,Prolific,3.25,3.666666667
3,Disclosed,Prolific,3.25,3.666666667
3,Disclosed,Prolific,3.25,3.666666667
3,Disclosed,Prolific,3.25,3.666666667
3,Disclosed,Prolific,3.25,3.666666667
3,Disclosed,Prolific,3.25,3.666666667
3,Disclosed,Prolific,3.25,3
3,Disclosed,Prolific,3.25,3.333333333
3,Disclosed,Prolific,3.25,3.666666667
3,Disclosed,Prolific,3.25,3.666666667
3,Disclosed,Prolific,3.25,3.666666667
3,Disclosed,Prolific,3.25,4
3,Disclosed,Prolific,3.25,3.666666667
3,Disclosed,Prolific,3.25,4
3,Disclosed,Prolific,3.25,3.666666667
3,Disclosed,Prolific,3.25,4
3,Disclosed,Prolific,3.25,3.666666667
3,Disclosed,Prolific,3.25,3.666666667
3,Disclosed,Prolific,3.25,4
3,Disclosed,Prolific,3.25,4
3,Disclosed,Prolific,3.25,3.666666667
3,Disclosed,Prolific,3.25,4
3,Disclosed,Prolific,3.25,3.666666667
3,Disclosed,Prolific,3.25,3.666666667
3,Disclosed,Prolific,3.25,3.666666667
4,Not Disclosed,Prolific,2.625,5
4,Not Disclosed,Prolific,2.625,2.666666667
4,Not Disclosed,Prolific,2.625,2.333333333
4,Not Disclosed,Prolific,2.625,5
4,Not Disclosed,Prolific,2.625,5
4,Not Disclosed,Prolific,2.625,5
4,Not Disclosed,Prolific,2.625,5
4,Not Disclosed,Prolific,2.625,5
4,Not Disclosed,Prolific,2.625,5
4,Not Disclosed,Prolific,2.625,5
4,Not Disclosed,Prolific,2.625,5
4,Not Disclosed,Prolific,2.625,2.666666667
4,Not Disclosed,Prolific,2.625,2.666666667
4,Not Disclosed,Prolific,2.625,4.666666667
4,Not Disclosed,Prolific,2.625,3.333333333
4,Not Disclosed,Prolific,2.625,2.666666667
4,Not Disclosed,Prolific,2.625,4.666666667
4,Not Disclosed,Prolific,2.625,2.333333333
4,Not Disclosed,Prolific,2.625,5
4,Not Disclosed,Prolific,2.625,3.666666667
4,Not Disclosed,Prolific,2.625,5
4,Not Disclosed,Prolific,2.625,4.333333333
4,Not Disclosed,Prolific,2.625,3.333333333
4,Not Disclosed,Prolific,2.625,4.666666667
4,Not Disclosed,Prolific,2.625,5
4,Not Disclosed,Prolific,2.625,4.666666667
4,Not Disclosed,Prolific,2.625,4.666666667
4,Not Disclosed,Prolific,2.625,2.666666667
4,Not Disclosed,Prolific,2.625,4
4,Not Disclosed,Prolific,2.625,3.666666667
5,Disclosed,Prolific,3.625,5
5,Disclosed,Prolific,3.625,4.666666667
5,Disclosed,Prolific,3.625,4.666666667
5,Disclosed,Prolific,3.625,5
5,Disclosed,Prolific,3.625,5
5,Disclosed,Prolific,3.625,5
5,Disclosed,Prolific,3.625,5
5,Disclosed,Prolific,3.625,5
5,Disclosed,Prolific,3.625,5
5,Disclosed,Prolific,3.625,5
5,Disclosed,Prolific,3.625,5
5,Disclosed,Prolific,3.625,4.333333333
5,Disclosed,Prolific,3.625,4.666666667
5,Disclosed,Prolific,3.625,5
5,Disclosed,Prolific,3.625,4.666666667
5,Disclosed,Prolific,3.625,5
5,Disclosed,Prolific,3.625,5
5,Disclosed,Prolific,3.625,4.333333333
5,Disclosed,Prolific,3.625,5
5,Disclosed,Prolific,3.625,5
5,Disclosed,Prolific,3.625,5
5,Disclosed,Prolific,3.625,4.666666667
5,Disclosed,Prolific,3.625,5
5,Disclosed,Prolific,3.625,4.333333333
5,Disclosed,Prolific,3.625,5
5,Disclosed,Prolific,3.625,5
5,Disclosed,Prolific,3.625,5
5,Disclosed,Prolific,3.625,4.666666667
5,Disclosed,Prolific,3.625,5
5,Disclosed,Prolific,3.625,5
6,Not Disclosed,Prolific,2.75,2
6,Not Disclosed,Prolific,2.75,3
6,Not Disclosed,Prolific,2.75,2.333333333
6,Not Disclosed,Prolific,2.75,2.333333333
6,Not Disclosed,Prolific,2.75,2.666666667
6,Not Disclosed,Prolific,2.75,2.666666667
6,Not Disclosed,Prolific,2.75,3
6,Not Disclosed,Prolific,2.75,2.666666667
6,Not Disclosed,Prolific,2.75,2.333333333
6,Not Disclosed,Prolific,2.75,3
6,Not Disclosed,Prolific,2.75,3
6,Not Disclosed,Prolific,2.75,3.333333333
6,Not Disclosed,Prolific,2.75,2
6,Not Disclosed,Prolific,2.75,2.666666667
6,Not Disclosed,Prolific,2.75,3
6,Not Disclosed,Prolific,2.75,2.333333333
6,Not Disclosed,Prolific,2.75,2.333333333
6,Not Disclosed,Prolific,2.75,2.333333333
6,Not Disclosed,Prolific,2.75,2.666666667
6,Not Disclosed,Prolific,2.75,3
6,Not Disclosed,Prolific,2.75,3
6,Not Disclosed,Prolific,2.75,2.333333333
6,Not Disclosed,Prolific,2.75,2.666666667
6,Not Disclosed,Prolific,2.75,3.333333333
6,Not Disclosed,Prolific,2.75,2.333333333
6,Not Disclosed,Prolific,2.75,2
6,Not Disclosed,Prolific,2.75,2.333333333
6,Not Disclosed,Prolific,2.75,2.666666667
6,Not Disclosed,Prolific,2.75,3
6,Not Disclosed,Prolific,2.75,2.333333333
7,Not Disclosed,Prolific,3.25,3
7,Not Disclosed,Prolific,3.25,3
7,Not Disclosed,Prolific,3.25,2
7,Not Disclosed,Prolific,3.25,4
7,Not Disclosed,Prolific,3.25,3
7,Not Disclosed,Prolific,3.25,3
7,Not Disclosed,Prolific,3.25,3.666666667
7,Not Disclosed,Prolific,3.25,3.333333333
7,Not Disclosed,Prolific,3.25,4
7,Not Disclosed,Prolific,3.25,3.333333333
7,Not Disclosed,Prolific,3.25,3
7,Not Disclosed,Prolific,3.25,1.333333333
7,Not Disclosed,Prolific,3.25,2
7,Not Disclosed,Prolific,3.25,2
7,Not Disclosed,Prolific,3.25,2.666666667
7,Not Disclosed,Prolific,3.25,4
7,Not Disclosed,Prolific,3.25,1.666666667
7,Not Disclosed,Prolific,3.25,3.666666667
7,Not Disclosed,Prolific,3.25,3.333333333
7,Not Disclosed,Prolific,3.25,3.666666667
7,Not Disclosed,Prolific,3.25,3.666666667
7,Not Disclosed,Prolific,3.25,2.333333333
7,Not Disclosed,Prolific,3.25,4
7,Not Disclosed,Prolific,3.25,3
7,Not Disclosed,Prolific,3.25,4.333333333
7,Not Disclosed,Prolific,3.25,3.666666667
7,Not Disclosed,Prolific,3.25,4.333333333
7,Not Disclosed,Prolific,3.25,2.666666667
7,Not Disclosed,Prolific,3.25,3.666666667
7,Not Disclosed,Prolific,3.25,3.333333333
8,Not Disclosed,Prolific,2.875,2.666666667
8,Not Disclosed,Prolific,2.875,2
8,Not Disclosed,Prolific,2.875,1.666666667
8,Not Disclosed,Prolific,2.875,4
8,Not Disclosed,Prolific,2.875,2
8,Not Disclosed,Prolific,2.875,3.666666667
8,Not Disclosed,Prolific,2.875,4
8,Not Disclosed,Prolific,2.875,3
8,Not Disclosed,Prolific,2.875,4
8,Not Disclosed,Prolific,2.875,2.666666667
8,Not Disclosed,Prolific,2.875,3.333333333
8,Not Disclosed,Prolific,2.875,1.666666667
8,Not Disclosed,Prolific,2.875,2.333333333
8,Not Disclosed,Prolific,2.875,2.666666667
8,Not Disclosed,Prolific,2.875,2
8,Not Disclosed,Prolific,2.875,2.333333333
8,Not Disclosed,Prolific,2.875,2.666666667
8,Not Disclosed,Prolific,2.875,2
8,Not Disclosed,Prolific,2.875,3.333333333
8,Not Disclosed,Prolific,2.875,2.666666667
8,Not Disclosed,Prolific,2.875,2
8,Not Disclosed,Prolific,2.875,3.333333333
8,Not Disclosed,Prolific,2.875,3.333333333
8,Not Disclosed,Prolific,2.875,1.666666667
8,Not Disclosed,Prolific,2.875,3.666666667
8,Not Disclosed,Prolific,2.875,4
8,Not Disclosed,Prolific,2.875,4
8,Not Disclosed,Prolific,2.875,1.666666667
8,Not Disclosed,Prolific,2.875,4
8,Not Disclosed,Prolific,2.875,2
9,Not Disclosed,Prolific,1.5,5
9,Not Disclosed,Prolific,1.5,5
9,Not Disclosed,Prolific,1.5,5
9,Not Disclosed,Prolific,1.5,5
9,Not Disclosed,Prolific,1.5,5
9,Not Disclosed,Prolific,1.5,5
9,Not Disclosed,Prolific,1.5,5
9,Not Disclosed,Prolific,1.5,5
9,Not Disclosed,Prolific,1.5,5
9,Not Disclosed,Prolific,1.5,5
9,Not Disclosed,Prolific,1.5,5
9,Not Disclosed,Prolific,1.5,4
9,Not Disclosed,Prolific,1.5,5
9,Not Disclosed,Prolific,1.5,5
9,Not Disclosed,Prolific,1.5,4.666666667
9,Not Disclosed,Prolific,1.5,4.666666667
9,Not Disclosed,Prolific,1.5,5
9,Not Disclosed,Prolific,1.5,3
9,Not Disclosed,Prolific,1.5,5
9,Not Disclosed,Prolific,1.5,5
9,Not Disclosed,Prolific,1.5,5
9,Not Disclosed,Prolific,1.5,4.333333333
9,Not Disclosed,Prolific,1.5,5
9,Not Disclosed,Prolific,1.5,4
9,Not Disclosed,Prolific,1.5,5
9,Not Disclosed,Prolific,1.5,5
9,Not Disclosed,Prolific,1.5,5
9,Not Disclosed,Prolific,1.5,4.333333333
9,Not Disclosed,Prolific,1.5,5
9,Not Disclosed,Prolific,1.5,4.666666667
10,Not Disclosed,Prolific,3.25,4.666666667
10,Not Disclosed,Prolific,3.25,4.333333333
10,Not Disclosed,Prolific,3.25,5
10,Not Disclosed,Prolific,3.25,4.333333333
10,Not Disclosed,Prolific,3.25,4.333333333
10,Not Disclosed,Prolific,3.25,4.333333333
10,Not Disclosed,Prolific,3.25,4.666666667
10,Not Disclosed,Prolific,3.25,4.666666667
10,Not Disclosed,Prolific,3.25,4.333333333
10,Not Disclosed,Prolific,3.25,4.666666667
10,Not Disclosed,Prolific,3.25,4.333333333
10,Not Disclosed,Prolific,3.25,4.333333333
10,Not Disclosed,Prolific,3.25,4.333333333
10,Not Disclosed,Prolific,3.25,4.333333333
10,Not Disclosed,Prolific,3.25,5
10,Not Disclosed,Prolific,3.25,4
10,Not Disclosed,Prolific,3.25,4.333333333
10,Not Disclosed,Prolific,3.25,4
10,Not Disclosed,Prolific,3.25,4.666666667
10,Not Disclosed,Prolific,3.25,4.666666667
10,Not Disclosed,Prolific,3.25,4
10,Not Disclosed,Prolific,3.25,4
10,Not Disclosed,Prolific,3.25,4.666666667
10,Not Disclosed,Prolific,3.25,5
10,Not Disclosed,Prolific,3.25,5
10,Not Disclosed,Prolific,3.25,4.666666667
10,Not Disclosed,Prolific,3.25,4.666666667
10,Not Disclosed,Prolific,3.25,5
10,Not Disclosed,Prolific,3.25,4
10,Not Disclosed,Prolific,3.25,4.333333333
11,Disclosed,Prolific,4.25,4.333333333
11,Disclosed,Prolific,4.25,4.333333333
11,Disclosed,Prolific,4.25,4.333333333
11,Disclosed,Prolific,4.25,4.666666667
11,Disclosed,Prolific,4.25,4.666666667
11,Disclosed,Prolific,4.25,5
11,Disclosed,Prolific,4.25,4.666666667
11,Disclosed,Prolific,4.25,4
11,Disclosed,Prolific,4.25,5
11,Disclosed,Prolific,4.25,3.666666667
11,Disclosed,Prolific,4.25,5
11,Disclosed,Prolific,4.25,4.666666667
11,Disclosed,Prolific,4.25,4
11,Disclosed,Prolific,4.25,3.666666667
11,Disclosed,Prolific,4.25,4.666666667
11,Disclosed,Prolific,4.25,2.333333333
11,Disclosed,Prolific,4.25,4.333333333
11,Disclosed,Prolific,4.25,2
11,Disclosed,Prolific,4.25,4.666666667
11,Disclosed,Prolific,4.25,3.666666667
11,Disclosed,Prolific,4.25,4.666666667
11,Disclosed,Prolific,4.25,2.333333333
11,Disclosed,Prolific,4.25,2.666666667
11,Disclosed,Prolific,4.25,3.666666667
11,Disclosed,Prolific,4.25,4.333333333
11,Disclosed,Prolific,4.25,3
11,Disclosed,Prolific,4.25,4.666666667
11,Disclosed,Prolific,4.25,3
11,Disclosed,Prolific,4.25,3.333333333
11,Disclosed,Prolific,4.25,2
12,Disclosed,Prolific,3.25,3
12,Disclosed,Prolific,3.25,4.666666667
12,Disclosed,Prolific,3.25,3.333333333
12,Disclosed,Prolific,3.25,3
12,Disclosed,Prolific,3.25,4.333333333
12,Disclosed,Prolific,3.25,5
12,Disclosed,Prolific,3.25,5
12,Disclosed,Prolific,3.25,5
12,Disclosed,Prolific,3.25,4.333333333
12,Disclosed,Prolific,3.25,4.333333333
12,Disclosed,Prolific,3.25,5
12,Disclosed,Prolific,3.25,5
12,Disclosed,Prolific,3.25,4.666666667
12,Disclosed,Prolific,3.25,4
12,Disclosed,Prolific,3.25,4.333333333
12,Disclosed,Prolific,3.25,3
12,Disclosed,Prolific,3.25,3
12,Disclosed,Prolific,3.25,2.666666667
12,Disclosed,Prolific,3.25,5
12,Disclosed,Prolific,3.25,3.333333333
12,Disclosed,Prolific,3.25,4.666666667
12,Disclosed,Prolific,3.25,3
12,Disclosed,Prolific,3.25,3.666666667
12,Disclosed,Prolific,3.25,3.333333333
12,Disclosed,Prolific,3.25,3.666666667
12,Disclosed,Prolific,3.25,3.333333333
12,Disclosed,Prolific,3.25,3
12,Disclosed,Prolific,3.25,5
12,Disclosed,Prolific,3.25,3
12,Disclosed,Prolific,3.25,3
13,Not Disclosed,Prolific,2.625,4
13,Not Disclosed,Prolific,2.625,4
13,Not Disclosed,Prolific,2.625,3.666666667
13,Not Disclosed,Prolific,2.625,3.666666667
13,Not Disclosed,Prolific,2.625,4
13,Not Disclosed,Prolific,2.625,4
13,Not Disclosed,Prolific,2.625,4
13,Not Disclosed,Prolific,2.625,3.666666667
13,Not Disclosed,Prolific,2.625,3.666666667
13,Not Disclosed,Prolific,2.625,4
13,Not Disclosed,Prolific,2.625,4
13,Not Disclosed,Prolific,2.625,4
13,Not Disclosed,Prolific,2.625,3.666666667
13,Not Disclosed,Prolific,2.625,3.666666667
13,Not Disclosed,Prolific,2.625,4
13,Not Disclosed,Prolific,2.625,2.666666667
13,Not Disclosed,Prolific,2.625,3.333333333
13,Not Disclosed,Prolific,2.625,4
13,Not Disclosed,Prolific,2.625,3.666666667
13,Not Disclosed,Prolific,2.625,4
13,Not Disclosed,Prolific,2.625,4
13,Not Disclosed,Prolific,2.625,2.333333333
13,Not Disclosed,Prolific,2.625,3.666666667
13,Not Disclosed,Prolific,2.625,3
13,Not Disclosed,Prolific,2.625,3.666666667
13,Not Disclosed,Prolific,2.625,2.666666667
13,Not Disclosed,Prolific,2.625,4
13,Not Disclosed,Prolific,2.625,3.333333333
13,Not Disclosed,Prolific,2.625,3.666666667
13,Not Disclosed,Prolific,2.625,4
14,Disclosed,Prolific,2.625,4.333333333
14,Disclosed,Prolific,2.625,3
14,Disclosed,Prolific,2.625,2.333333333
14,Disclosed,Prolific,2.625,3.666666667
14,Disclosed,Prolific,2.625,4.333333333
14,Disclosed,Prolific,2.625,4.333333333
14,Disclosed,Prolific,2.625,3.666666667
14,Disclosed,Prolific,2.625,2.666666667
14,Disclosed,Prolific,2.625,4.333333333
14,Disclosed,Prolific,2.625,3.333333333
14,Disclosed,Prolific,2.625,4.666666667
14,Disclosed,Prolific,2.625,1.333333333
14,Disclosed,Prolific,2.625,3.333333333
14,Disclosed,Prolific,2.625,3.333333333
14,Disclosed,Prolific,2.625,3
14,Disclosed,Prolific,2.625,2
14,Disclosed,Prolific,2.625,2
14,Disclosed,Prolific,2.625,1.666666667
14,Disclosed,Prolific,2.625,4.333333333
14,Disclosed,Prolific,2.625,4
14,Disclosed,Prolific,2.625,3
14,Disclosed,Prolific,2.625,2.666666667
14,Disclosed,Prolific,2.625,3.333333333
14,Disclosed,Prolific,2.625,3.333333333
14,Disclosed,Prolific,2.625,3.333333333
14,Disclosed,Prolific,2.625,3.333333333
14,Disclosed,Prolific,2.625,4.333333333
14,Disclosed,Prolific,2.625,3.333333333
14,Disclosed,Prolific,2.625,3.333333333
14,Disclosed,Prolific,2.625,3.333333333
15,Disclosed,Prolific,2.5,3.333333333
15,Disclosed,Prolific,2.5,3.333333333
15,Disclosed,Prolific,2.5,3.333333333
15,Disclosed,Prolific,2.5,3.333333333
15,Disclosed,Prolific,2.5,3.333333333
15,Disclosed,Prolific,2.5,3.333333333
15,Disclosed,Prolific,2.5,3.333333333
15,Disclosed,Prolific,2.5,3.333333333
15,Disclosed,Prolific,2.5,3.333333333
15,Disclosed,Prolific,2.5,3.333333333
15,Disclosed,Prolific,2.5,3.333333333
15,Disclosed,Prolific,2.5,3.333333333
15,Disclosed,Prolific,2.5,3.333333333
15,Disclosed,Prolific,2.5,3.333333333
15,Disclosed,Prolific,2.5,3.333333333
15,Disclosed,Prolific,2.5,4
15,Disclosed,Prolific,2.5,3.333333333
15,Disclosed,Prolific,2.5,3.333333333
15,Disclosed,Prolific,2.5,4.333333333
15,Disclosed,Prolific,2.5,4.333333333
15,Disclosed,Prolific,2.5,4
15,Disclosed,Prolific,2.5,3.333333333
15,Disclosed,Prolific,2.5,4
15,Disclosed,Prolific,2.5,4.666666667
15,Disclosed,Prolific,2.5,4.333333333
15,Disclosed,Prolific,2.5,4.666666667
15,Disclosed,Prolific,2.5,4.333333333
15,Disclosed,Prolific,2.5,4
15,Disclosed,Prolific,2.5,4.333333333
15,Disclosed,Prolific,2.5,3.333333333
16,Not Disclosed,Prolific,2.625,4.666666667
16,Not Disclosed,Prolific,2.625,4.333333333
16,Not Disclosed,Prolific,2.625,3.666666667
16,Not Disclosed,Prolific,2.625,4.666666667
16,Not Disclosed,Prolific,2.625,5
16,Not Disclosed,Prolific,2.625,5
16,Not Disclosed,Prolific,2.625,4.666666667
16,Not Disclosed,Prolific,2.625,5
16,Not Disclosed,Prolific,2.625,4.333333333
16,Not Disclosed,Prolific,2.625,4.666666667
16,Not Disclosed,Prolific,2.625,5
16,Not Disclosed,Prolific,2.625,3.333333333
16,Not Disclosed,Prolific,2.625,5
16,Not Disclosed,Prolific,2.625,4.333333333
16,Not Disclosed,Prolific,2.625,4
16,Not Disclosed,Prolific,2.625,2.666666667
16,Not Disclosed,Prolific,2.625,3.333333333
16,Not Disclosed,Prolific,2.625,3.666666667
16,Not Disclosed,Prolific,2.625,5
16,Not Disclosed,Prolific,2.625,4
16,Not Disclosed,Prolific,2.625,4
16,Not Disclosed,Prolific,2.625,5
16,Not Disclosed,Prolific,2.625,4.666666667
16,Not Disclosed,Prolific,2.625,4
16,Not Disclosed,Prolific,2.625,4.666666667
16,Not Disclosed,Prolific,2.625,4.666666667
16,Not Disclosed,Prolific,2.625,5
16,Not Disclosed,Prolific,2.625,3.333333333
16,Not Disclosed,Prolific,2.625,5
16,Not Disclosed,Prolific,2.625,4
17,Disclosed,Prolific,3.25,5
17,Disclosed,Prolific,3.25,3.666666667
17,Disclosed,Prolific,3.25,3.333333333
17,Disclosed,Prolific,3.25,5
17,Disclosed,Prolific,3.25,5
17,Disclosed,Prolific,3.25,5
17,Disclosed,Prolific,3.25,5
17,Disclosed,Prolific,3.25,5
17,Disclosed,Prolific,3.25,5
17,Disclosed,Prolific,3.25,4.666666667
17,Disclosed,Prolific,3.25,5
17,Disclosed,Prolific,3.25,2.666666667
17,Disclosed,Prolific,3.25,3.666666667
17,Disclosed,Prolific,3.25,4.333333333
17,Disclosed,Prolific,3.25,4
17,Disclosed,Prolific,3.25,4.333333333
17,Disclosed,Prolific,3.25,5
17,Disclosed,Prolific,3.25,2.333333333
17,Disclosed,Prolific,3.25,5
17,Disclosed,Prolific,3.25,5
17,Disclosed,Prolific,3.25,5
17,Disclosed,Prolific,3.25,5
17,Disclosed,Prolific,3.25,5
17,Disclosed,Prolific,3.25,5
17,Disclosed,Prolific,3.25,5
17,Disclosed,Prolific,3.25,5
17,Disclosed,Prolific,3.25,5
17,Disclosed,Prolific,3.25,3.666666667
17,Disclosed,Prolific,3.25,5
17,Disclosed,Prolific,3.25,4.666666667
18,Disclosed,Prolific,2.25,3.666666667
18,Disclosed,Prolific,2.25,2.666666667
18,Disclosed,Prolific,2.25,4
18,Disclosed,Prolific,2.25,3.666666667
18,Disclosed,Prolific,2.25,3.666666667
18,Disclosed,Prolific,2.25,3.666666667
18,Disclosed,Prolific,2.25,3.333333333
18,Disclosed,Prolific,2.25,2
18,Disclosed,Prolific,2.25,2.666666667
18,Disclosed,Prolific,2.25,2
18,Disclosed,Prolific,2.25,4.333333333
18,Disclosed,Prolific,2.25,5
18,Disclosed,Prolific,2.25,3.333333333
18,Disclosed,Prolific,2.25,2.666666667
18,Disclosed,Prolific,2.25,3.333333333
18,Disclosed,Prolific,2.25,2.666666667
18,Disclosed,Prolific,2.25,4
18,Disclosed,Prolific,2.25,1.333333333
18,Disclosed,Prolific,2.25,2.666666667
18,Disclosed,Prolific,2.25,3.666666667
18,Disclosed,Prolific,2.25,4.333333333
18,Disclosed,Prolific,2.25,1
18,Disclosed,Prolific,2.25,2.666666667
18,Disclosed,Prolific,2.25,2.666666667
18,Disclosed,Prolific,2.25,2.666666667
18,Disclosed,Prolific,2.25,2
18,Disclosed,Prolific,2.25,2.333333333
18,Disclosed,Prolific,2.25,2.666666667
18,Disclosed,Prolific,2.25,1.666666667
18,Disclosed,Prolific,2.25,1.666666667
19,Not Disclosed,Prolific,2.5,5
19,Not Disclosed,Prolific,2.5,5
19,Not Disclosed,Prolific,2.5,4.666666667
19,Not Disclosed,Prolific,2.5,5
19,Not Disclosed,Prolific,2.5,5
19,Not Disclosed,Prolific,2.5,4.666666667
19,Not Disclosed,Prolific,2.5,5
19,Not Disclosed,Prolific,2.5,5
19,Not Disclosed,Prolific,2.5,5
19,Not Disclosed,Prolific,2.5,5
19,Not Disclosed,Prolific,2.5,5
19,Not Disclosed,Prolific,2.5,4.666666667
19,Not Disclosed,Prolific,2.5,4.333333333
19,Not Disclosed,Prolific,2.5,5
19,Not Disclosed,Prolific,2.5,4.333333333
19,Not Disclosed,Prolific,2.5,4.666666667
19,Not Disclosed,Prolific,2.5,5
19,Not Disclosed,Prolific,2.5,3.666666667
19,Not Disclosed,Prolific,2.5,5
19,Not Disclosed,Prolific,2.5,4.666666667
19,Not Disclosed,Prolific,2.5,4.666666667
19,Not Disclosed,Prolific,2.5,5
19,Not Disclosed,Prolific,2.5,5
19,Not Disclosed,Prolific,2.5,5
19,Not Disclosed,Prolific,2.5,5
19,Not Disclosed,Prolific,2.5,5
19,Not Disclosed,Prolific,2.5,5
19,Not Disclosed,Prolific,2.5,4.333333333
19,Not Disclosed,Prolific,2.5,5
19,Not Disclosed,Prolific,2.5,4.333333333
20,Not Disclosed,Prolific,3.625,4.666666667
20,Not Disclosed,Prolific,3.625,4.666666667
20,Not Disclosed,Prolific,3.625,4
20,Not Disclosed,Prolific,3.625,4
20,Not Disclosed,Prolific,3.625,4.666666667
20,Not Disclosed,Prolific,3.625,4.333333333
20,Not Disclosed,Prolific,3.625,4.666666667
20,Not Disclosed,Prolific,3.625,4.666666667
20,Not Disclosed,Prolific,3.625,4.666666667
20,Not Disclosed,Prolific,3.625,4
20,Not Disclosed,Prolific,3.625,4.333333333
20,Not Disclosed,Prolific,3.625,4
20,Not Disclosed,Prolific,3.625,4
20,Not Disclosed,Prolific,3.625,4.333333333
20,Not Disclosed,Prolific,3.625,4.666666667
20,Not Disclosed,Prolific,3.625,4
20,Not Disclosed,Prolific,3.625,4
20,Not Disclosed,Prolific,3.625,3.333333333
20,Not Disclosed,Prolific,3.625,4.666666667
20,Not Disclosed,Prolific,3.625,4.333333333
20,Not Disclosed,Prolific,3.625,4.666666667
20,Not Disclosed,Prolific,3.625,3.666666667
20,Not Disclosed,Prolific,3.625,4.666666667
20,Not Disclosed,Prolific,3.625,4.666666667
20,Not Disclosed,Prolific,3.625,4.666666667
20,Not Disclosed,Prolific,3.625,4.666666667
20,Not Disclosed,Prolific,3.625,4.333333333
20,Not Disclosed,Prolific,3.625,4.333333333
20,Not Disclosed,Prolific,3.625,4.666666667
20,Not Disclosed,Prolific,3.625,4
21,Not Disclosed,Prolific,3.25,5
21,Not Disclosed,Prolific,3.25,4.666666667
21,Not Disclosed,Prolific,3.25,5
21,Not Disclosed,Prolific,3.25,5
21,Not Disclosed,Prolific,3.25,5
21,Not Disclosed,Prolific,3.25,5
21,Not Disclosed,Prolific,3.25,5
21,Not Disclosed,Prolific,3.25,4.666666667
21,Not Disclosed,Prolific,3.25,5
21,Not Disclosed,Prolific,3.25,4.666666667
21,Not Disclosed,Prolific,3.25,5
21,Not Disclosed,Prolific,3.25,2.666666667
21,Not Disclosed,Prolific,3.25,4
21,Not Disclosed,Prolific,3.25,4.666666667
21,Not Disclosed,Prolific,3.25,4.333333333
21,Not Disclosed,Prolific,3.25,3.333333333
21,Not Disclosed,Prolific,3.25,3.666666667
21,Not Disclosed,Prolific,3.25,3
21,Not Disclosed,Prolific,3.25,4.666666667
21,Not Disclosed,Prolific,3.25,4
21,Not Disclosed,Prolific,3.25,5
21,Not Disclosed,Prolific,3.25,5
21,Not Disclosed,Prolific,3.25,4.333333333
21,Not Disclosed,Prolific,3.25,4
21,Not Disclosed,Prolific,3.25,5
21,Not Disclosed,Prolific,3.25,4.666666667
21,Not Disclosed,Prolific,3.25,5
21,Not Disclosed,Prolific,3.25,4
21,Not Disclosed,Prolific,3.25,5
21,Not Disclosed,Prolific,3.25,4
22,Not Disclosed,Prolific,3.125,2.666666667
